#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-07-02T16:26:09 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-07-02T16:26:09	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/278/28&-out.max=1000&-out.add=_RAJ2000,_DEJ2000&-out.all	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22780028
#Name: J/ApJS/278/28
#Title: CL-AGN from the DESI. II. Stat. properties from DR1 (Guo+, 2025)
#INFO	ivoid=ivo://cds.vizier/j/apjs/278/28	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/278/28	    IVOID of underlying data collection
#INFO	creator=Guo W.-J.	    First author or institution
#INFO	cites=bibcode:2025ApJS..278...28G	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2025	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/278/28	    Dataset landing page
#INFO	publication_date=2026-05-07	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_278_28_spdesi:
#Name: J/ApJS/278/28/spdesi
#Title: Metadata for DESI spectra used and the luminosities and masses derived
#Column	_RAJ2000	(F11.7)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F11.7)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	TargetID	(I19)	DESI target identifier (TARGETID)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F9.5)	Right Ascension, DESI (J2000) (RA)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	[-10.1/68] Declination, DESI (J2000) (Dec)	[ucd=pos.eq.dec;meta.main]
#Column	zspec	(F8.5)	[0.059/0.9] Spectroscopic redshift from DESI (Redshift)	[ucd=src.redshift]
#Column	Survey	(a7)	Survey ID (SURVEY) (1)	[ucd=meta.id]
#Column	Prog	(A6)	DESI program ID (PROGRAM)	[ucd=meta.id;obs]
#Column	Healpix	(I5)	[34/49105] HEALPIX pixel ID (HEALPIX)	[ucd=meta.id;pos.frame]
#Column	MJD	(I5)	[51578/58514] Mean modified Julian Data of coadded spectra (MJD)	[ucd=time.epoch;stat.mean]
#Column	logL5100	(F8.5)	[40.3/45.2] Log, Continuum luminosity at 5100{AA} (LOG_L5100)	[ucd=phys.luminosity;em.opt]
#Column	e_logL5100	(F9.5)	[0.0028/146.5] Uncertainty in logL5100 (LOG_L5100_ERR)	[ucd=stat.error;phys.luminosity;em.opt]
#Column	logL2500	(F8.5)	[40/45.5] Log, Extrapolated luminosity at 2500{AA} (LOG_L2500)	[ucd=phys.luminosity;em.UV.200-300nm]
#Column	e_logL2500	(F9.5)	[0.0028/146.5] Uncertainty in logL2500 (LOG_L2500_ERR)	[ucd=stat.error;phys.luminosity;em.UV.200-300nm]
#Column	logLMgII	(F8.5)	[39.6/43.7]? Log, broad MgII line luminosity (LOG_LMgII)	[ucd=phys.luminosity;spect.line]
#Column	e_logLMgII	(F8.5)	[0.028/3]? Uncertainty in logLMgII (LOG_LMgII_ERR)	[ucd=stat.error;phys.luminosity;spect.line]
#Column	logLHb	(F8.5)	[36.3/43.4] Log, broad H{beta} line luminosity (LOG_LHB)	[ucd=phys.luminosity;em.line.Hbeta]
#Column	e_logLHb	(F9.6)	[0/3] Uncertainty in logLHb (LOG_LHB_ERR)	[ucd=stat.error;phys.luminosity;em.line.Hbeta]
#Column	logLHa	(F8.5)	[39.29/43.3]? Log, broad H{alpha} line luminosity (LOG_LHA)	[ucd=phys.luminosity;em.line.Halpha]
#Column	e_logLHa	(F9.6)	[0/2.6]? Uncertainty in logLHa (LOG_LHA_ERR)	[ucd=stat.error;phys.luminosity;em.line.Halpha]
#Column	logMBH-Hb	(F8.5)	[6.49/9.51]? Log, black hole mass from H{beta} (LOG_MBH_HB)	[ucd=phys.mass]
#Column	e_logMBH-Hb	(F8.5)	[0.12/0.9]? Uncertainty in logMBH-Hb (LOG_MBH_HB_ERR)	[ucd=stat.error;phys.mass]
#Column	logMBH-Ha	(F8.5)	[5.2/9.2]? Log, black hole mass from H{alpha} (LOG_MBH_HA)	[ucd=phys.mass]
#Column	e_logMBH-Ha	(F8.5)	[0.13/85]? Uncertainty in logMBH-Ha (LOG_MBH_HA_ERR)	[ucd=stat.error;phys.mass]
_RAJ2000	_DEJ2000	recno	TargetID	RAJ2000	DEJ2000	zspec	Survey	Prog	Healpix	MJD	logL5100	e_logL5100	logL2500	e_logL2500	logLMgII	e_logLMgII	logLHb	e_logLHb	logLHa	e_logLHa	logMBH-Hb	e_logMBH-Hb	logMBH-Ha	e_logMBH-Ha
005.8587300	+28.3535600	      11	J002326.09+282112.8	005.85873	+28.35356	 0.24300	 7693	57361	 560	on 	43.78209	  0.01373	43.64323	  0.01373	        	        	41.74177	 0.054930	42.42665	 0.012850	        	        	 8.74191	 0.19505	  1	sp	Simbad	NED
006.0294500	+01.1062200	      12	J002407.06+010622.4	006.02945	+01.10622	 0.82370	 9405	58048	 829	on 	44.62021	  0.02863	44.31061	  0.02863	43.32946	 0.21715	42.84910	 0.087580	        	         	        	        	        	        	  1	sp	Simbad	NED
007.5491600	+10.2523600	      13	J003011.79+101508.5	007.54916	+10.25236	 0.32800	 6195	56220	 197	off	43.46365	  0.04967	43.15511	  0.04967	        	        	41.74125	 0.066240	42.26052	 0.074620	 7.96526	 0.13764	 7.93838	 0.13814	  1	sp	Simbad	NED
007.5648800	+03.0552900	      14	J003015.57+030319.0	007.56488	+03.05529	 0.64300	 4301	55810	 117	off	44.25426	  0.05160	44.50138	  0.05160	43.13137	 2.28117	42.78379	 0.090210	        	         	 8.67954	 0.16490	        	        	  1	sp	Simbad	NED
007.7036200	+15.5772500	      15	J003048.87+153438.1	007.70362	+15.57725	 0.58605	 6191	56248	 783	on 	43.96938	  0.13721	43.76769	  0.13721	42.28036	 1.89558	41.90345	 0.297280	        	         	        	        	        	        	  0	sp	Simbad	NED
010.4211200	-00.3271800	      16	J004141.07-001937.8	010.42112	-00.32718	 0.46356	  691	52199	 313	off	44.16288	  0.03544	44.90007	  0.03544	        	        	42.45012	 0.044760	        	         	 8.46058	 0.12752	        	        	  1	sp	Simbad	NED
010.9138800	+13.7434800	      17	J004339.33+134436.5	010.91388	+13.74348	 0.52675	11042	58462	 684	on 	43.81637	  0.01776	43.50677	  0.01776	42.37579	 0.20520	41.00551	 0.447620	        	         	        	        	        	        	  1	sp	Simbad	NED
011.2461900	-01.1081400	      18	J004459.08-010629.2	011.24619	-01.10814	 0.22800	 3589	55186	 202	off	43.47100	  0.00973	43.16140	  0.00973	        	        	41.46281	 0.075750	42.22332	 0.000000	        	        	 8.18248	 0.14741	  1	sp	Simbad	NED
011.3011100	+00.4742100	      19	J004512.26+002827.1	011.30111	+00.47421	 0.51700	 3589	55186	 805	on 	43.28036	  0.09652	44.05985	  0.09652	42.76284	 0.21715	40.53163	 2.185240	        	         	        	        	        	        	  1	sp	Simbad	NED
011.7234800	+05.5685600	      20	J004653.63+053406.8	011.72348	+05.56856	 0.79000	 4419	55867	  10	off	44.32838	  0.07682	44.44566	  0.07682	43.09807	 0.16177	42.38276	 0.397140	        	         	 8.09336	 0.48859	        	        	  1	sp	Simbad	NED
013.3724900	+12.0739600	      21	J005329.40+120426.3	013.37249	+12.07396	 0.48415	 6206	56245	 251	on 	43.56458	  0.07036	43.91281	  0.07036	42.52620	 0.14476	41.35475	 0.399830	        	         	        	        	        	        	  0	sp	Simbad	NED
013.5142600	+15.7468600	      22	J005403.42+154448.6	013.51426	+15.74686	 0.43302	  420	51871	 578	off	44.18570	  0.01922	44.83163	  0.01922	        	        	42.51284	 0.043360	        	         	 8.30315	 0.14738	        	        	  1	sp	Simbad	NED
013.6019900	+04.7392100	      23	J005424.47+044421.1	013.60199	+04.73921	 0.55500	 4307	55531	 638	on 	43.67558	  0.09912	43.98958	  0.09912	42.54540	 1.33738	41.53764	 0.494630	        	         	        	        	        	        	  1	sp	Simbad	NED
014.3272800	+24.9422100	      24	J005718.54+245631.9	014.32728	+24.94221	 0.57674	 7675	57327	 948	off	44.30424	  0.02247	44.65933	  0.02247	42.95557	 0.21715	42.41632	 0.062630	        	         	 8.49826	 0.17623	        	        	  1	sp	Simbad	NED
014.9563000	+27.0067600	      25	J005949.51+270024.3	014.95630	+27.00676	 0.62000	 6255	56240	 530	on 	44.05676	  0.05659	44.35120	  0.05659	        	        	41.90485	 0.373050	        	         	        	        	        	        	  1	sp	Simbad	NED
015.3485200	+01.0126000	      26	J010123.64+010045.3	015.34852	+01.01260	 0.27492	 8788	57360	 705	off	43.77810	  0.00988	43.72353	  0.00988	        	        	41.56127	 0.031460	42.07684	 0.021690	 7.84061	 0.12480	 8.07530	 0.13078	  1	sp	Simbad	NED
017.1133300	+23.1528500	      27	J010827.20+230910.2	017.11333	+23.15285	 0.45272	 7678	57282	  81	off	44.19439	  0.02069	44.12720	  0.02069	42.26293	 0.14476	42.10854	 0.101790	        	         	 8.39515	 0.57940	        	        	  1	sp	Simbad	NED
017.2224500	+10.3185900	      28	J010853.38+101906.9	017.22245	+10.31859	 0.69100	 4551	55569	 717	off	43.99622	  0.03922	44.43050	  0.03922	        	        	42.45530	 0.088450	        	         	 8.18241	 0.13022	        	        	  1	sp	Simbad	NED
017.8775600	+04.9376700	      29	J011130.61+045615.6	017.87756	+04.93767	 0.77400	 4312	55511	 632	off	44.37823	  0.02781	44.66852	  0.02781	43.05869	 1.21896	42.65004	 0.107630	        	         	 8.74639	 0.16161	        	        	  1	sp	Simbad	NED
018.2992500	+01.5951300	      30	J011311.82+013542.4	018.29925	+01.59513	 0.23751	 7859	57282	  83	on 	43.44361	  0.02797	43.37466	  0.02797	        	        	39.20992	 0.217150	40.71671	 0.317100	        	        	        	        	  1	sp	Simbad	NED
018.9004600	+00.5645800	      31	J011536.11+003352.4	018.90046	+00.56458	 0.36400	 4227	55481	 808	on 	43.73169	  0.03235	43.60578	  0.03235	        	        	41.64193	 0.089260	42.44702	 0.026810	        	        	 8.47954	 0.13259	  1	sp	Simbad	NED
018.9981400	+06.5608100	      32	J011559.55+063338.9	018.99814	+06.56081	 0.69600	 4425	55864	 638	off	44.40377	  0.01552	44.69975	  0.01552	42.88901	 0.08686	42.64069	 0.076440	        	         	 8.79051	 0.12609	        	        	  1	sp	Simbad	NED
019.2397400	+18.6899800	      33	J011657.53+184123.9	019.23974	+18.68998	 0.48900	 5139	55866	 745	on 	43.78920	  0.05967	43.47962	  0.05967	41.72405	 0.63761	41.29089	 0.452170	        	         	        	        	        	        	  1	sp	Simbad	NED
019.3887300	+01.1200700	      34	J011733.29+010712.2	019.38873	+01.12007	 0.27600	 4227	55481	 916	off	43.58565	  0.02555	43.72122	  0.02555	        	        	41.54008	 0.063050	42.06915	 0.023010	 7.79409	 0.12714	 7.67671	 0.15284	  1	sp	Simbad	NED
019.9255400	-00.3172000	      35	J011942.12-001901.9	019.92554	-00.31720	 0.25614	 8790	57363	 271	on 	43.07396	  0.03982	43.00715	  0.03982	        	        	41.10629	 0.198400	41.70385	 0.032610	        	        	 7.95285	 0.15108	  1	sp	Simbad	NED
019.9802900	+03.5000800	      36	J011955.27+033000.2	019.98029	+03.50008	 0.35681	 8760	57672	 107	off	44.12023	  0.01199	43.84405	  0.01199	        	        	42.19014	 0.021740	42.66871	 0.000000	        	        	 8.37145	 0.19488	  1	sp	Simbad	NED
019.9920100	+00.7306400	      37	J011958.08+004350.2	019.99201	+00.73064	 0.70000	 4228	55484	 678	off	44.11418	  0.03667	44.36072	  0.03667	42.71202	 0.64381	42.34653	 0.102190	        	         	 8.11899	 0.15209	        	        	  1	sp	Simbad	NED
020.1905100	+03.4936500	      38	J012045.72+032937.1	020.19051	+03.49365	 0.77672	 8760	57672	  66	off	44.41525	  0.03722	44.38045	  0.03722	43.00944	 0.21715	42.59905	 0.105430	        	         	 8.63210	 0.22933	        	        	  1	sp	Simbad	NED
020.5726100	-00.2998000	      39	J012217.42-001759.2	020.57261	-00.29980	 0.32300	 4229	55501	 488	off	43.94453	  0.01929	43.64532	  0.01929	        	        	41.47179	 0.152940	42.41770	 0.021440	 8.22266	 0.15759	 8.06482	 0.19503	  1	sp	Simbad	NED
020.9727800	+00.1607900	      40	J012353.46+000938.8	020.97278	+00.16079	 0.65431	 7818	56989	 654	on 	43.71964	  0.19003	43.59514	  0.19003	41.80227	 1.19160	41.33883	 0.848250	        	         	        	        	        	        	  1	sp	Simbad	NED
021.0645300	+24.1984200	      41	J012415.48+241154.3	021.06453	+24.19842	 0.54941	 7684	57286	 691	on 	43.91992	  0.03433	43.61033	  0.03433	42.36762	 1.98659	41.35982	 0.460200	        	         	        	        	        	        	  1	sp	Simbad	NED
021.0674700	+06.4044100	      42	J012416.19+062415.8	021.06747	+06.40441	 0.68700	 4424	55532	 654	off	44.93254	  0.01741	44.74858	  0.01741	43.06239	 0.08686	42.85413	 0.103570	        	         	 9.35133	 0.13045	        	        	  1	sp	Simbad	NED
021.5271300	+07.7193900	      43	J012606.51+074309.8	021.52713	+07.71939	 0.52232	 4553	55584	 489	on 	43.89558	  0.05253	43.58598	  0.05253	42.85859	 1.62513	39.32231	 0.217150	        	         	        	        	        	        	  0	sp	Simbad	NED
022.7809500	+00.7038200	      44	J013107.43+004213.7	022.78095	+00.70382	 0.65705	 4229	55501	 913	on 	43.80514	  0.13652	43.60688	  0.13652	41.65227	 0.14476	40.01902	 0.217150	        	         	 8.75151	 0.20422	        	        	  0	sp	Simbad	NED
023.0585400	-02.5271300	      45	J013214.05-023137.6	023.05854	-02.52713	 0.73115	 7846	56984	 266	off	44.20606	  0.06284	43.99199	  0.06284	42.78901	 0.21715	41.66286	 0.502230	        	         	        	        	        	        	  1	sp	Simbad	NED
023.2347100	+00.7239200	      46	J013256.33+004326.1	023.23471	+00.72392	 0.23816	  400	51820	 500	on 	43.56729	  0.04474	43.46176	  0.04474	        	        	40.43295	 1.565340	40.95836	 0.345200	        	        	        	        	  0	sp	Simbad	NED
023.2587100	+14.1709800	      47	J013302.09+141015.5	023.25871	+14.17098	 0.57100	 4661	55614	 566	on 	43.92409	  0.06389	44.10397	  0.06389	42.51344	 0.52901	41.91801	 0.204820	        	         	        	        	        	        	  1	sp	Simbad	NED
023.7469300	-00.5974700	      48	J013459.26-003550.9	023.74693	-00.59747	 0.73023	 8792	57364	 427	off	44.61856	  0.01337	44.66347	  0.01337	42.84547	 0.10857	42.63184	 0.147300	        	         	 8.89367	 0.21467	        	        	  1	sp	Simbad	NED
025.3813600	-09.4316500	      49	J014131.52-092553.9	025.38136	-09.43165	 0.52212	  664	52174	 313	off	44.42186	  0.02073	44.91559	  0.02073	42.97859	 0.13398	42.79579	 0.087990	        	         	 8.78960	 0.23789	        	        	  1	sp	Simbad	NED
025.4749200	+01.0848800	      50	J014153.98+010505.6	025.47492	+01.08488	 0.10127	  401	51788	 413	on 	43.41276	  0.02197	43.20781	  0.02197	        	        	39.50173	 0.086860	40.42968	 0.438660	        	        	        	        	  0	sp	Simbad	NED
025.5652900	+08.1074300	      51	J014215.67+080626.7	025.56529	+08.10743	 0.71500	 4532	55559	 535	off	44.75992	  0.01445	45.00658	  0.01445	43.46436	 0.10857	42.96762	 0.061080	        	         	 8.69970	 0.13324	        	        	  1	sp	Simbad	NED
025.5880200	+22.4609800	      52	J014221.12+222739.5	025.58802	+22.46098	 0.59700	 5109	55892	 161	on 	43.95676	  0.09958	43.75700	  0.09958	        	        	40.66702	 1.813350	        	         	        	        	        	        	  1	sp	Simbad	NED
026.0615800	-05.9815900	      53	J014414.77-055853.7	026.06158	-05.98159	 0.65900	 7050	56573	 322	on 	43.57068	  0.03018	43.67761	  0.03018	        	        	42.07106	 0.150630	        	         	 8.14965	 0.23854	        	        	  1	sp	Simbad	NED
026.4006800	+25.9886200	      54	J014536.16+255919.0	026.40068	+25.98862	 0.51419	 7688	57360	 922	on 	43.82620	  0.02125	43.51660	  0.02125	42.18376	 0.08686	41.84072	 0.111290	        	         	        	        	        	        	  1	sp	Simbad	NED
027.7702700	+11.2663000	      55	J015104.86+111558.6	027.77027	+11.26630	 0.74823	11053	58437	  92	on 	44.17665	  0.08420	44.03881	  0.08420	42.22984	 1.66129	41.81883	 0.370710	        	         	        	        	        	        	  1	sp	Simbad	NED
028.2906800	+22.0747800	      56	J015309.76+220429.1	028.29068	+22.07478	 0.67400	 5111	55840	 620	off	43.68286	  0.08480	44.26758	  0.08480	42.60686	 0.90435	42.25813	 0.131660	        	         	 8.07555	 0.36878	        	        	  1	sp	Simbad	NED
029.0559700	+26.4706700	      57	J015613.43+262814.4	029.05597	+26.47067	 0.28271	 7690	57046	 903	off	43.53225	  0.01696	44.42022	  0.01696	        	        	42.04101	 0.022890	42.43526	 0.000000	 7.13747	 0.12731	 7.34065	 0.13786	  1	sp	Simbad	NED
029.4571400	+31.4356600	      58	J015749.71+312608.3	029.45714	+31.43566	 0.67700	 6605	56565	 434	off	44.74310	  0.00762	45.17340	  0.00762	43.28775	 0.10857	42.84818	 0.048410	        	         	 8.33803	 0.13208	        	        	  1	sp	Simbad	NED
029.5197900	-00.8727500	      59	J015804.75-005221.9	029.51979	-00.87275	 0.08044	 1075	52933	 140	on 	42.86831	  0.02011	42.91537	  0.02011	        	        	40.37313	 0.140700	40.67755	 0.032130	        	        	 6.60338	 0.20604	  0	sp	Simbad	NED
029.5559900	-01.7422300	      60	J015813.43-014432.0	029.55599	-01.74223	 0.50114	 7841	56960	 775	on 	43.69420	  0.07813	43.40141	  0.07813	40.97246	 0.33919	41.07758	 0.549940	        	         	        	        	        	        	  1	sp	Simbad	NED
029.6894400	+23.6700300	      61	J015845.46+234012.0	029.68944	+23.67003	 0.54507	 7637	56933	 920	on 	43.84352	  0.03673	44.49695	  0.03673	42.53402	 0.87056	41.76505	 0.198310	        	         	 8.21229	 0.17669	        	        	  1	sp	Simbad	NED
029.6907700	-00.3607200	      62	J015845.78-002138.5	029.69077	-00.36072	 0.56400	 4234	55478	 432	off	44.31274	  0.01163	44.56985	  0.01163	43.00353	 0.91901	42.56270	 0.033210	        	         	 7.97268	 0.14120	        	        	  1	sp	Simbad	NED
030.1005000	+00.0932200	      63	J020024.11+000535.6	030.10050	+00.09322	 0.39360	  701	52179	 436	off	44.00158	  0.05978	44.16819	  0.05978	        	        	42.02629	 0.093620	        	         	 8.00138	 0.35664	        	        	  1	sp	Simbad	NED
030.2426200	+00.2321500	      64	J020058.23+001355.7	030.24262	+00.23215	 0.58774	 4234	55478	 697	on 	43.92155	  0.07532	43.77269	  0.07532	42.39135	 2.54046	41.79503	 0.392180	        	         	        	        	        	        	  0	sp	Simbad	NED
030.5453100	+15.5876000	      65	J020210.87+153515.3	030.54531	+15.58760	 0.51900	 5119	55836	 113	off	43.37250	  0.06406	44.01569	  0.06406	42.39177	 0.08686	41.16723	 0.479500	        	         	        	        	        	        	  1	sp	Simbad	NED
031.2397200	-00.9655000	      66	J020457.53-005755.7	031.23972	-00.96550	 0.44500	 4234	55478	  92	off	43.91334	  0.04063	44.01037	  0.04063	42.07198	 0.10857	39.19274	 0.144760	        	         	        	        	        	        	  1	sp	Simbad	NED
031.3217900	-06.2421400	      67	J020517.22-061431.6	031.32179	-06.24214	 0.71800	 7238	56660	 265	off	44.12976	  0.05809	43.95137	  0.05809	42.52271	 0.21715	40.02609	 0.086860	        	         	        	        	        	        	  1	sp	Simbad	NED
031.5897300	+03.7246800	      68	J020621.53+034328.8	031.58973	+03.72468	 0.16855	 8736	57400	 145	off	42.77653	  0.00371	44.01505	  0.00371	        	        	41.32128	 0.041440	41.85992	 0.011500	 7.63318	 0.13394	 7.58553	 0.13914	  1	sp	Simbad	NED
031.7239200	-07.8753300	      69	J020653.74-075231.2	031.72392	-07.87533	 0.18411	  667	52163	 322	off	43.29439	  0.04005	42.98482	  0.04005	        	        	40.26867	 1.154810	41.91943	 0.033520	        	        	 8.33222	 0.14006	  0	sp	Simbad	NED
031.9335900	-06.1655500	      70	J020744.06-060955.9	031.93359	-06.16555	 0.64900	 7238	56660	 145	off	44.49050	  0.00799	44.84676	  0.00799	43.03650	 2.70498	42.69316	 0.277530	        	         	 8.97052	 0.13247	        	        	  1	sp	Simbad	NED
032.0365200	+00.5163600	      71	J020808.76+003058.9	032.03652	+00.51636	 0.08393	  702	52178	 461	on 	43.04126	  0.01669	43.08475	  0.01669	        	        	40.17974	 0.352510	40.52485	 0.076810	        	        	        	        	  0	sp	Simbad	NED
033.6441000	+01.0188500	      72	J021434.58+010107.8	033.64410	+01.01885	 0.46200	 4236	55479	 712	on 	43.99539	  0.01288	44.40910	  0.01288	42.63167	 0.14476	41.78628	 0.093320	        	         	        	        	        	        	  1	sp	Simbad	NED
034.4691800	-04.0655000	      73	J021752.60-040355.8	034.46918	-04.06550	 0.56637	 4390	55948	 140	off	43.75388	  0.04667	44.30075	  0.04667	42.54257	 0.22504	42.21345	 0.059350	        	         	 8.00986	 0.12887	        	        	  1	sp	Simbad	NED
034.5383500	+02.1966300	      74	J021809.20+021147.8	034.53835	+02.19663	 0.82000	 7830	57043	 814	off	43.92036	  0.05080	44.08866	  0.05080	42.59166	 0.40617	42.05223	 0.320380	        	         	 8.50235	 0.14621	        	        	  1	sp	Simbad	NED
035.1095400	-04.2732500	      75	J022026.28-041623.6	035.10954	-04.27325	 0.33100	 7236	56605	 691	off	43.60109	  0.03918	43.40932	  0.03918	        	        	41.58058	 0.095960	42.19306	 0.071020	 8.01647	 0.14301	 8.48966	 0.13677	  1	sp	Simbad	NED
035.1912600	-05.8545900	      76	J022045.90-055116.5	035.19126	-05.85459	 0.69200	 7236	56605	 293	off	44.19187	  0.05570	44.02050	  0.05570	42.15267	 2.84681	41.40912	 0.815460	        	         	        	        	        	        	  1	sp	Simbad	NED
035.7383200	-00.5305500	      77	J022257.20-003150.0	035.73832	-00.53055	 0.79254	 7831	57016	 102	on 	44.42250	  0.02267	44.11290	  0.02267	42.75303	 2.41895	42.03408	 0.772890	        	         	        	        	        	        	  1	sp	Simbad	NED
036.0432200	-02.7765600	      78	J022410.37-024635.6	036.04322	-02.77656	 0.30100	 6369	56217	 821	on 	43.37046	  0.06252	43.09418	  0.06252	        	        	40.18847	 0.144760	40.81488	 0.526640	        	        	        	        	  1	sp	Simbad	NED
036.2042900	-00.6598600	      79	J022449.02-003935.4	036.20429	-00.65986	 0.54345	  704	52205	 148	off	43.95449	  0.03881	44.33864	  0.03881	42.77641	 1.43870	42.22540	 0.086660	        	         	 7.53307	 0.16718	        	        	  1	sp	Simbad	NED
037.0442800	-01.8147600	      80	J022810.63-014853.1	037.04428	-01.81476	 0.35660	 4344	55557	 601	on 	43.19153	  0.15102	43.07623	  0.15102	        	        	41.15417	 0.261800	41.68613	 0.123570	        	        	 8.18771	 0.17920	  0	sp	Simbad	NED
039.3414300	-01.0378400	      81	J023721.94-010216.2	039.34143	-01.03784	 0.44047	 9313	57727	 941	off	43.99886	  0.05312	44.13248	  0.05312	42.33275	 0.40781	42.09330	 0.072440	42.80202	 0.039960	 7.87686	 0.17175	 8.40644	 0.18013	  1	sp	Simbad	NED
039.5969400	-06.2721900	      82	J023823.26-061619.8	039.59694	-06.27219	 0.47800	 4399	55811	 939	on 	43.72063	  0.06523	43.48978	  0.06523	42.02645	 0.09145	41.72371	 0.136160	        	         	        	        	        	        	  1	sp	Simbad	NED
040.9773100	+03.4431800	      83	J024354.55+032635.4	040.97731	+03.44318	 0.69200	 4258	55481	 369	off	44.94273	  0.00285	45.08481	  0.00285	43.22644	 0.41135	43.17438	 0.029050	        	         	 9.24124	 0.13211	        	        	  1	sp	Simbad	NED
041.1266300	+04.7453900	      84	J024430.39+044443.3	041.12663	+04.74539	 0.61343	 8730	57672	 957	off	44.55597	  0.01106	44.93867	  0.01106	42.88595	 0.08686	42.66910	 0.051690	        	         	 8.70620	 0.12763	        	        	  1	sp	Simbad	NED
041.2861600	+00.6196300	      85	J024508.67+003710.6	041.28616	+00.61963	 0.29921	 9380	58081	 482	on 	43.52295	  0.04519	43.42852	  0.04519	        	        	40.16638	 0.108570	41.74214	 0.063810	        	        	 7.73326	 0.13996	  1	sp	Simbad	NED
041.4301400	-00.2366500	      86	J024543.23-001411.9	041.43014	-00.23665	 0.57143	 4241	55450	 421	on 	43.72164	  0.11441	43.41208	  0.11441	41.63322	 0.10857	39.89178	 0.217150	        	         	        	        	        	        	  0	sp	Simbad	NED
041.9751400	+04.4839900	      87	J024754.03+042902.4	041.97514	+04.48399	 0.61066	 4258	55481	 891	on 	43.93629	  0.03614	44.25364	  0.03614	42.40474	 2.84951	41.99143	 0.166800	        	         	        	        	        	        	  0	sp	Simbad	NED
044.8313100	-07.3812400	      88	J025919.51-072252.4	044.83131	-07.38124	 0.53669	  458	51929	 357	on 	44.17927	  0.08717	43.88076	  0.08717	42.41938	 0.32878	41.75638	 0.532510	        	         	        	        	        	        	  1	sp	Simbad	NED
047.6851300	-08.2645200	      89	J031044.43-081552.2	047.68513	-08.26452	 0.35974	  459	51924	 248	off	43.63342	  0.06367	44.81865	  0.06367	        	        	42.28646	 0.032990	        	         	        	        	        	        	  1	sp	Simbad	NED
047.9828900	-00.2795000	      90	J031155.89-001646.2	047.98289	-00.27950	 0.30189	  412	52250	 155	on 	43.46452	  0.11719	43.43047	  0.11719	        	        	41.03866	 0.451060	41.88434	 0.133020	        	        	 8.12503	 0.34581	  0	sp	Simbad	NED
048.8844900	+00.9176600	      91	J031532.27+005503.5	048.88449	+00.91766	 0.48740	  413	51929	 329	off	44.25591	  0.01450	44.62423	  0.01450	        	        	42.34892	 0.047840	        	         	 7.90146	 0.12601	        	        	  1	sp	Simbad	NED
062.2870400	-06.1237300	      92	J040908.89-060725.4	062.28704	-06.12373	 0.22526	 1636	53061	 108	on 	42.74932	  0.35158	42.43975	  0.35158	        	        	38.24797	 0.217150	41.57685	 0.699880	        	        	 8.19298	 0.26986	  0	sp	Simbad	NED
111.7336500	+41.0266900	      93	J072656.08+410136.1	111.73365	+41.02669	 0.12935	 5941	56193	 528	on 	43.52784	  0.01271	43.67844	  0.01271	        	        	41.05404	 0.165700	41.65889	 0.034570	        	        	 8.26725	 0.18099	  0	sp	Simbad	NED
112.9482400	+38.7569900	      94	J073147.57+384525.1	112.94824	+38.75699	 0.60657	 1733	53047	 599	on 	44.41774	  0.03485	44.65472	  0.03485	43.30229	 0.10857	42.67246	 0.239940	        	         	 9.05492	 0.19449	        	        	  1	sp	Simbad	NED
113.2939800	+28.6925500	      95	J073310.55+284133.1	113.29398	+28.69255	 0.45565	10285	58083	 658	off	43.89368	  0.01933	44.30659	  0.01933	42.41678	 0.14476	42.05870	 0.044210	        	         	 7.75113	 0.13686	        	        	  1	sp	Simbad	NED
